OrijinalIsim,DuzenlenmisFirmaAdi,VKN,Cari_Kod
SAĞLIK MEDİKAL VE KİMYA TIBBİ ARAÇ VE GER.LAB.CİHAZ VE KİM.,SAĞLIK MEDİKAL VE KİMYA TIBBİ ARAÇ VE GER.LAB.CİHAZ VE KİM.,,
SAĞLIK TEKSTİL GIDA YATIRIMI A.Ş.,SAĞLIK TEKSTİL GIDA YATİRİMİ A.Ş.,,
SAĞLIK VE SOSYAL HİZMETLER DERNEKLERİ FEDERASYONU,SAĞLIK VE SOSYAL HİZMETLER DERNEKLERİ FEDERASYONU,,
SAĞLIKTA UMUT VAKFI,SAĞLİKTA UMUT VAKFI,7390151064,
SAHA LABORATUVAR MALZ. İMALAT İTHALAT İHRACAT SAN. TİC. LTD. ŞTİ.,SAHA LABORATUVAR MALZ. İMALAT İTHALAT İHRACAT SAN. TİC. LTD. . ŞTİ..,,
SAHA METAL SAN. TIC. LTD. ŞTI,SAHA METAL SAN. TIC. LTD. . ŞTİ.,,
SAHALAR METAL DEMİR ÇELİK HURDACILIK NAK. HARF.İNŞ.TAAH.İTH.SAN. VE TİC. LTD.ŞT,SAHALAR METAL DEMİR ÇELİK HURDACİLİK NAK. HARF.İNŞ.TAAH.İTH.SAN. VE TİC. LTD. ŞT,,
SAHAND NAKLİYAT KUYUMCULUK TURİZM TİCARET LİMİTED ŞİRKETİ,SAHAND NAKLİYAT KUYUMCULUK TURİZM TİCARET LİMİTED ŞTİ.,7390478322,
SAINT GOBAIN WEBER YAPI KİMYASALLARI SAN. VE TİC. A.Ş.,SAINT GOBAİN WEBER YAPI KİMYASALLARİ SAN. VE TİC. A.Ş.,6120056504,120.01-001770
SAINT MICHEL FRANSIZ LİSESİ,SAINT MİCHEL FRANSİZ LİSESİ,,
SAINT-GOBAIN INOVATIF MALZEMELER VE AŞINDIRICI SAN. TIC. A.S.,SAİNT-GOBAİN İNOVATİF MALZEMELER VE AŞİNDİRİCİ SAN. TIC. A.Ş. .,,
SAİF BOYA,SAİF BOYA,,
SAİNT-GOBAIN,SAİNT-GOBAİN,,
SAİNT-GOBAİN İNOVATİF MALZEMELER VE AŞINDIRICI SAN.TİC.A.Ş.,SAİNT-GOBAİN İNOVATİF MALZEMELER VE AŞİNDİRİCİ SAN.TİC.A.Ş.,7390502724,
SAİNT-GOBAİNWEBER YAPI KIMYASALLARI A.Ş.,SAİNT-GOBAİNWEBER YAPI KİMYASALLARİ A.Ş.,6120056504,
SAKARYA BÜYÜKŞEHİR BELEDİYESİ,SAKARYA BÜYÜKŞEHİR BELEDİYESİ,,
SAKARYA BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ(SASKİ)GENEL MÜD.,SAKARYA BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ(SASKİ)GENEL MÜD.,0080475211,120-54-18013
SAKARYA BÜYÜKŞEHİR SERACILIK TIC A.Ş.,SAKARYA BÜYÜKŞEHİR SERACİLİK TIC A.Ş.,,
SAKARYA EĞİT. ARAŞT. HASTANESİ,SAKARYA EĞİT. ARAŞT. HASTANESİ,,
SAKARYA EĞİTİM VE ARAŞTIRMA,SAKARYA EĞİTİM VE ARAŞTIRMA,,
SAKARYA ENTEGRE KATI ATIK YÖNETİMİ A.Ş,SAKARYA ENTEGRE KATI ATIK YÖNETİMİ A.Ş,,
SAKARYA İL SAĞLIK MÜDÜRLÜĞÜ,SAKARYA İL SAĞLIK MÜDÜRLÜĞÜ,,
SAKARYA ŞEN PİLİÇ MESLEK LİSESİ,SAKARYA ŞEN PİLİÇ MESLEK LİSESİ,,
SAKARYA TARIM VE ORMAN İL MÜDÜRLÜĞÜ,SAKARYA TARIM VE ORMAN İL MÜDÜRLÜĞÜ,,
SAKARYA TIP FAKÜLTESİ,SAKARYA TIP FAKÜLTESİ,,
SAKARYA UYGULAMALI BİLIMLER ÜNIVERSITESI PAMUKOVA MESLEK YÜKSEKOKULU,SAKARYA UYGULAMALİ BİLİMLER ÜNİVERSİTESİ PAMUKOVA MESLEK YÜKSEKOKULU,,
SAKARYA UYGULAMALI BİLIMLER ÜNIVERSITESI TEKNOLOJI FAKÜLTESI,SAKARYA UYGULAMALİ BİLİMLER ÜNİVERSİTESİ TEKNOLOJİ FAKÜLTESİ,,
SAKARYA UYGULAMALI BİLİMLER ÜNİVERSİTESİ STRATEJİ GELİŞTİRME DAİRE BAŞKANLIĞI,SAKARYA UYGULAMALİ BİLİMLER ÜNİVERSİTESİ STRATEJİ GELİŞTİRME DAİRE BAŞKANLİĞİ,7400717292,120.01-002951
SAKARYA UYGULAMALI BİLİMLER ÜNİVERSİTESİ REKTÖRLÜĞÜ,SAKARYA UYGULAMALİ BİLİMLER ÜNİVERSİTESİ REKTÖRLÜĞÜ,7400739215,120-54-18018
SAKARYA ÜNIVERSITESI ARI YE MESLEK YÜKSEK OKULU,SAKARYA ÜNİVERSİTESİ ARI YE MESLEK YÜKSEK OKULU,,
"SAKARYA ÜNİVERSITESI BIYOMEDIKAL, MANYETIK VE YARIILETKEN MALZEMELER UYGULAMA VE ARAŞTIRMA MERKEZI (BİMAYAM),""SAKARYA ÜNİVERSİTESİ BİYOMEDİKAL, MANYETİK VE YARİİLETKEN MALZEMELER UYGULAMA VE ARAŞTIRMA MERKEZİ (BİMAYAM)"",,"
SAKARYA ÜNİVERSİTESİ STRATEJİ GELİŞTİRME DAİRESİ BAŞKANLIĞI,SAKARYA ÜNİVERSİTESİ STRATEJİ GELİŞTİRME DAİRESİ BAŞKANLİĞİ,7400422267,
SAKARYA ÜNİVERSİTESİ,SAKARYA ÜNİVERSİTESİ,,
SAKARYA ÜNİVERSİTESİ ARAŞTIRMA,SAKARYA ÜNİVERSİTESİ ARAŞTIRMA,7400019691,
SAKARYA ÜNİVERSİTESİ BİLİMSEL ARAŞTIRMA PROJELER KOORDİNATÖRLÜĞÜ,SAKARYA ÜNİVERSİTESİ BİLİMSEL ARAŞTIRMA PROJELER KOORDİNATÖRLÜĞÜ,7400667052,120.01-002500
SAKARYA ÜNİVERSİTESİ BİYOLOJİ BÖLÜMÜ,SAKARYA ÜNİVERSİTESİ BİYOLOJİ BÖLÜMÜ,,
SAKARYA ÜNİVERSİTESİ BİYOMEDİKAL MANYETİK VE YARI İLETKEN MALZEMELER UYGULAMA VE ARAŞTIRMA MERKEZİ,SAKARYA ÜNİVERSİTESİ BİYOMEDİKAL MANYETİK VE YARI İLETKEN MALZEMELER UYGULAMA VE ARAŞTIRMA MERKEZİ,,
SAKARYA ÜNİVERSİTESİ EGITIM VE ARASTIRMA HASTANESI DÖNER SERMAYESİ,SAKARYA ÜNİVERSİTESİ EĞİTİM VE ARAŞTIRMA HASTANESİ DÖNER SERMAYESİ,7400850888,
SAKARYA ÜNİVERSİTESİ FARMAKOLOJİ,SAKARYA ÜNİVERSİTESİ FARMAKOLOJİ,,
SAKARYA ÜNİVERSİTESİ FEN,SAKARYA ÜNİVERSİTESİ FEN,,
SAKARYA ÜNİVERSİTESİ GIDA MÜHENDİSLİĞİ BÖLÜMÜ,SAKARYA ÜNİVERSİTESİ GIDA MÜHENDİSLİĞİ BÖLÜMÜ,,
SAKARYA ÜNİVERSİTESİ HİSTOLOJİ VE EMBRİYOLOJİ,SAKARYA ÜNİVERSİTESİ HİSTOLOJİ VE EMBRİYOLOJİ,,
SAKARYA ÜNİVERSİTESİ KİMYA BÖLÜMÜ,SAKARYA ÜNİVERSİTESİ KİMYA BÖLÜMÜ,,
SAKARYA ÜNİVERSİTESİ METALURJİ VE MALZEME MÜHENDİSLİĞİ BÖLÜMÜ,SAKARYA ÜNİVERSİTESİ METALURJİ VE MALZEME MÜHENDİSLİĞİ BÖLÜMÜ,,
SAKARYA ÜNİVERSİTESİ PATOLOJİ,SAKARYA ÜNİVERSİTESİ PATOLOJİ,,
SAKARYA ÜNİVERSİTESİ REKTÖRLÜĞÜ,SAKARYA ÜNİVERSİTESİ REKTÖRLÜĞÜ,7400019721,120.01-002986
SAKARYA ÜNİVERSİTESİ REKTÖRLÜĞÜ 1080244 NOLU TÜBİTAK PROJESİ,SAKARYA ÜNİVERSİTESİ REKTÖRLÜĞÜ 1080244 NOLU TÜBİTAK PROJESİ,,
SAKARYA ÜNİVERSİTESİ REKTÖRLÜĞÜ ÇEVRE MÜHENDİSLİĞİ BÖLÜMÜ,SAKARYA ÜNİVERSİTESİ REKTÖRLÜĞÜ ÇEVRE MÜHENDİSLİĞİ BÖLÜMÜ,7400019721,
SAKARYA ÜNİVERSİTESİ SAĞLIK BİL. ENST. FİZYOLOJİ ANABİLİM DALI,SAKARYA ÜNİVERSİTESİ SAĞLIK BİL. ENST. FİZYOLOJİ ANABİLİM DALI,,
SAKARYA ÜNİVERSİTESİ TIBBİ BİYOKİMYA,SAKARYA ÜNİVERSİTESİ TIBBİ BİYOKİMYA,,
SAKATA TARIM ÜRÜNLERİ VE TOHUMCULUK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,SAKATA TARIM ÜRÜNLERİ VE TOHUMCULUK SANAYİ VE TİCARET LİMİTED ŞTİ.,7400408436,120.01-002905
SAKSILI SÜS BITKILERİ ÜRETİCİLERİ DERNEĞ,SAKSİLİ SÜS BİTKİLERİ ÜRETİCİLERİ DERNEĞ,,
SALCOMP,SALCOMP,,
SALİH MEMDUH MUHABELECİ TIBBİ ARAŞTIRMALAR VAKFI,SALİH MEMDUH MUHABELECİ TIBBİ ARAŞTİRMALAR VAKFI,,
SALİHLİ BİYOKÜTLE ENERJİ SANTRALİ,SALİHLİ BİYOKÜTLE ENERJİ SANTRALİ,,
SALİHLİ ZİRAAT ODASI,SALİHLİ ZİRAAT ODASI,,
SALMAN MÜHENDİSLİK PLASTİK SANAYİ VE TİCARET ANONİM ŞİRKETİ,SALMAN MÜHENDİSLİK PLASTİK SANAYİ VE TİCARET ANONİM ŞTİ.,7410594084,
SALTON SALT,SALTON SALT,,
SAMEL ELEKTRİK MÜHENDİSLİK MALZ.TES.İNŞ.PROJE TURİZM SAN.TIC.LTD.ŞTI.,SAMEL ELEKTRİK MÜHENDİSLİK MALZ.TES.İNŞ.PROJE TURİZM SAN.TİC. LTD. ŞTİ..,,
SAMET,SAMET,,
SAMET A.Ş.,SAMET A.Ş.,,
SAMET KALIP A.Ş.,SAMET KALIP A.Ş.,,
SAMPA OTOMOTİV SANAYİ VE TİCARET ANONİM ŞİRKETİ,SAMPA OTOMOTİV SANAYİ VE TİCARET ANONİM ŞTİ.,7420420876,120.01-002118
SAMSON ÖLÇÜ VE OTOMATİK KONTROL SİSTEMLERİ SAN.VE TİC.A.Ş.,SAMSON ÖLÇÜ VE OTOMATİK KONTROL SİSTEMLERİ SAN.VE TİC.A.Ş.,,
SAMSUN AKARYAKIT DEPOLAMA A.Ş.,SAMSUN AKARYAKİT DEPOLAMA A.Ş.,0860019741,
SAMSUN BÜYÜK ŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ (SASKİ),SAMSUN BÜYÜK ŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ (SASKİ),7420053616,120.01-002115
S.B.Ü. SAMSUN EĞİTİM VE ARAŞTIRMA HASTANESİ,S.B.Ü. SAMSUN EĞİTİM VE ARAŞTIRMA HASTANESİ,7420231993,
SAMSUN EĞİTİM VE ARAŞTIRMA HASTANESİ KADIN DOĞUM VE ÇOCUK HASTALIKLARI,SAMSUN EĞİTİM VE ARAŞTIRMA HASTANESİ KADIN DOĞUM VE ÇOCUK HASTALİKLARİ,7420894391,120.01-003098
SAMSUN GIDA KONTROL LABORATUAR MÜDÜRLÜĞÜ,SAMSUN GIDA KONTROL LABORATUAR MÜDÜRLÜĞÜ,7420304265,
SAMSUN GIDA KONTROL LABORATUAR MÜDÜRLÜĞÜ DÖNER SERMAYE İŞLETMESİ,SAMSUN GIDA KONTROL LABORATUAR MÜDÜRLÜĞÜ DÖNER SERMAYE İŞLETMESİ,8460010303,120-55-18003
SAMSUN HALK SAĞLIĞI LABORATUVARI,SAMSUN HALK SAĞLİĞİ LABORATUVARİ,,
SAMSUN İL KONTROL LABORATUAR,SAMSUN İL KONTROL LABORATUAR,,
SAMSUN KRİMİNAL POLİS LABORATUVAR MÜDÜRLÜĞÜ,SAMSUN KRİMİNAL POLİS LABORATUVAR MÜDÜRLÜĞÜ,7420359981,120.01-002116
SAMSUN SIMIT CENTER PLUS,SAMSUN SIMIT CENTER PLUS,,
SAMSUN TİCARET BORSASI,SAMSUN TİCARET BORSASİ,7420037149,
SAMSUN YATIRIM IZLEME VE KOORDINASYON BASKANLIGI IDARI VE MALI ISLER MÜDÜRLÜGÜ,SAMSUN YATİRİM İZLEME VE KOORDİNASYON BASKANLİGİ IDARI VE MALİ ISLER MÜDÜRLÜGÜ,9400558358,
SAMSUN VETERİNER KONTROL ENSTİTÜSÜ,SAMSUN VETERİNER KONTROL ENSTİTÜSÜ,7420304099,120.01-002119
SAMSUN YEM SANAYİ VE TİC.A.Ş.,SAMSUN YEM SANAYİ VE TİC.A.Ş.,9470043100,
SAMSUN YURT SAVUNMA A.Ş.,SAMSUN YURT SAVUNMA A.Ş.,,
SAN DECO LLC.,SAN DECO LLC.,,
SANAT TOPRAK TİC.SAN.A.Ş.,SANAT TOPRAK TİC.SAN.A.Ş.,7430148644,
SANAYİ VE TİCARET BAKANLIĞI SANAYİ ARAŞTIRMA VE GELİŞTİRME GENEL MÜDÜRLÜĞÜ,SANAYİ VE TİCARET BAKANLİĞİ SANAYİ ARAŞTIRMA VE GELİŞTİRME GENEL MÜDÜRLÜĞÜ,,
SANCAK TÜL A.Ş.,SANCAK TÜL A.Ş.,7430016388,
SANCAKTEPE ŞEHİT PROF. DR. İLHAN VARANK EĞİTİM VE ARAŞTIRMA HASTANESİ,SANCAKTEPE ŞEHİT PROF. DR. İLHAN VARANK EĞİTİM VE ARAŞTIRMA HASTANESİ,4810892639,120.01-002611
SANÇİM BİLECİK ÇİMENTO MADENCİLİK BETON SAN. TİC. A.Ş.,SANÇİM BİLECİK ÇİMENTO MADENCİLİK BETON SAN. TİC. A.Ş.,1700290121,
SANDOZ GRUP SAĞLIK ÜRÜNLERİ İLAÇLARI SAN.VE TİC.AŞ.,SANDOZ GRUP SAĞLIK ÜRÜNLERİ İLAÇLARİ SAN.VE TİC. A.Ş. .,7430398676,120.01-001407
SANDOZ İLAÇ SANAYİ VE TİC.A.Ş.,SANDOZ İLAÇ SANAYİ VE TİC.A.Ş.,4730035262,
SANDOZ SYNTEK İLAÇ HAMMADDELERİ SAN.VE TİC.A.Ş.,SANDOZ SYNTEK İLAÇ HAMMADDELERİ SAN.VE TİC.A.Ş.,6210032387,
SANEKS A.Ş.,SANEKS A.Ş.,,
SANEL SANAYİ ELEKTRONİĞİ İMAL VE TİC LTD ŞTİ,SANEL SANAYİ ELEKTRONİĞİ İMAL VE TİC LTD. ŞTİ.,,
SANELPAN ELEKTRİK PANO SANAYİ,SANELPAN ELEKTRİK PANO SANAYİ,,
SANFRA HEALTHCARE,SANFRA HEALTHCARE,,
SANIKEY SERAMIK SAGLIK GERECLERI SANAYI VE TICARET A.S.,SANİKEY SERAMİK SAĞLIK GERECLERİ SANAYİ VE TİCARET A.Ş. .,7440464146,
SANITA GIDA STERİLİZASYON VE KURUTMA SAN TİC LTD ŞTİ,SANİTA GIDA STERİLİZASYON VE KURUTMA SAN TİC LTD. ŞTİ.,6550242944,
SANİKEY SERAMİK SAĞLIK GEREÇLERİ SAN. VE TİC. A.Ş.,SANİKEY SERAMİK SAĞLIK GEREÇLERİ SAN. VE TİC. A.Ş.,,
SANİLAB GIDA KONTROL LAB.VE DANIŞMANLIK HİZM.TİC. VE SAN. LTD. ŞTİ.,SANİLAB GIDA KONTROL LAB.VE DANIŞMANLIK HİZM.TİC. VE SAN. LTD. . ŞTİ..,7440469054,
SANİTER GIDA ÇEVRE BİLİMİ GÖZETİM VE MÜHENDİSLİK HİZ. TUR. TİC.A.Ş.,SANİTER GIDA ÇEVRE BİLİMİ GÖZETİM VE MÜHENDİSLİK HİZ. TUR. TİC.A.Ş.,7440994501,120.01-001438
SANİTRUM BIYOTEKNOLOJI SAN. VE TIC. A.Ş.,SANİTRUM BİYOTEKNOLOJİ SAN. VE TIC. A.Ş.,,
SANKARA BEYİN VE BİYOTEKNOLOJİ ARAŞTIRMA MERKEZİ,SANKARA BEYİN VE BİYOTEKNOLOJİ ARAŞTIRMA MERKEZİ,,
SANKO ENERJİ SANAYİ VE TİCARET A.Ş.,SANKO ENERJİ SANAYİ VE TİCARET A.Ş.,7440459754,
SANKO TEDARİK HİZMETLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,SANKO TEDARİK HİZMETLERİ SANAYİ VE TİCARET ANONİM ŞTİ.,7441139797,120.01-003205
SANKO TEKSTİL İŞLETMELER SAN.VE TİC.A.Ş. İSKO ŞUBESİ,SANKO TEKSTİL İŞLETMELER SAN.VE TİC.A.Ş. İSKO ŞUBESİ,7440174685,120.01-000515
SANKO ÜNİVERSITESI TIP FAKÜLTESI,SANKO ÜNİVERSİTESİ TIP FAKÜLTESİ,,
SANMED MEDİKAL,SANMED MEDİKAL,,
SANOFİ,SANOFİ,,
SANOFİ AVENTİS,SANOFİ AVENTİS,,
FAREVA İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,FAREVA İLAÇ SANAYİ VE TİCARET ANONİM ŞTİ.,3240306516,
SANOFİ PASTEUR AŞI TİCARET A.Ş.,SANOFİ PASTEUR AŞI TİCARET A.Ş.,7230002112,120-34-18569
SANOFI SAGLIK ÜRÜNLERI LIMITED SIRKETI,SANOFİ SAĞLIK ÜRÜNLERİ LİMİTED ŞTİ.,1050185351,120.01-001477
SANOFİ SYNTHELABO İLAÇ A.Ş.,SANOFİ SYNTHELABO İLAÇ A.Ş.,3090017737,
SANOTEMA BİYOTEKNOLOJI ÜRÜN. SAN. VE TIC. A.Ş.,SANOTEMA BİYOTEKNOLOJİ ÜRÜN. SAN. VE TIC. A.Ş.,,
SANOVEL İLAÇ SANAYİ TİCARET ANONİM ŞİRKETİ,SANOVEL İLAÇ SANAYİ TİCARET ANONİM ŞTİ.,7440008141,120.01-001432
SANOVİT SERAMİK SANAYİ VE TİCARET A.Ş.,SANOVİT SERAMİK SANAYİ VE TİCARET A.Ş.,7440808879,120.01-003005
SANPEY GIDA MADDELERİ SAN. TİC. LTD. ŞTİ.,SANPEY GIDA MADDELERİ SAN. TİC. LTD. . ŞTİ..,,
SANSET GIDA TURİZM VE TANITIM TİC.AŞ.,SANSET GIDA TURİZM VE TANİTİM TİC. A.Ş. .,7440093483,
SANSİRO PERFUME,SANSİRO PERFUME,,
SANSU GIDA VE MEŞRUBAT SAN.TİC.A.Ş.,SANSU GIDA VE MEŞRUBAT SAN.TİC.A.Ş.,7440161374,
SANTA FARMA İLAÇ SAN.TİC.A.Ş.,SANTA FARMA İLAÇ SAN.TİC.A.Ş.,7440011399,120.01-001430
SANTEK MEDİKAL LAB. MALZ. TEM. GIDA İNŞ. TİC. TAAH. LTD. ŞTİ.,SANTEK MEDİKAL LAB. MALZ. TEM. GIDA İNŞ. TİC. TAAH. LTD. . ŞTİ..,,
SANTES SANAYİ VE TİCARET A.Ş.,SANTES SANAYİ VE TİCARET A.Ş.,7440013606,
SANTEZ TEKNİK LABORATUVAR CİHAZ SAN. TİC. LTD. ŞTİ.,SANTEZ TEKNİK LABORATUVAR CİHAZ SAN. TİC. LTD. . ŞTİ..,7440473955,
SANTRAL GIDA VE LABORATUVAR TEST CİHAZLARI SANAYİ TİCARET LTD.ŞTİ.,SANTRAL GIDA VE LABORATUVAR TEST CİHAZLARİ SANAYİ TİCARET LTD. ŞTİ..,7440361156,
SAPEKSA A.Ş.(EUR),SAPEKSA A.Ş.(EUR),7440021559,
SAPRO TEMİZLİK ÜRÜNLERİ SANAYİ VE TİCARET A.Ş.,SAPRO TEMİZLİK ÜRÜNLERİ SANAYİ VE TİCARET A.Ş.,7440066878,120.01-001455
SAR CAM,SAR CAM,,
SARAÇ KABLO,SARAÇ KABLO,,
SARAÇOĞLU A.Ş.,SARAÇOĞLU A.Ş.,,
SARAR BATTANİYE TEKSTİL SAN. VE TİC. A.Ş.,SARAR BATTANİYE TEKSTİL SAN. VE TİC. A.Ş.,,
SARAY BİSKÜVI GIDA SAN. A.Ş.,SARAY BİSKÜVİ GIDA SAN. A.Ş.,,
SARAY HALI A.Ş.,SARAY HALI A.Ş.,7450031358,
SARAY TARIM VE HAYVANCILIK A.Ş.,SARAY TARIM VE HAYVANCILIK A.Ş.,,
SARAYKÖY NÜKLEER ARAŞTIRMA VE EĞITIM MERKEZI,SARAYKÖY NÜKLEER ARAŞTIRMA VE EĞİTİM MERKEZİ,,
SARCAM BOBİNAJ VE TRAFO TELLERİ SAN. VE TİC. A.Ş.,SARCAM BOBİNAJ VE TRAFO TELLERİ SAN. VE TİC. A.Ş.,,
SARCHAM,SARCHAM,,
SARCHEM KIMYA SAN.VE TİC.A.Ş,SARCHEM KİMYA SAN.VE TİC.A.Ş,7450053507,120.01-001441
SARDES TEKSTİL,SARDES TEKSTİL,,
SARFEKS İZOLASYON EKİPMANLARI HIRDAVAT VE KIMYASAL ÜRÜNLERI TIC. LTD. ŞTI.,SARFEKS İZOLASYON EKİPMANLARİ HİRDAVAT VE KİMYASAL ÜRÜNLERİ TIC. LTD. . ŞTİ..,,
SARFEX,SARFEX,,
SARIBEKİR AMBALAJ,SARİBEKİR AMBALAJ,,
SARILAR DIŞ TİC.LTD.ŞTİ.,SARİLAR DIŞ TİC. LTD. ŞTİ..,,
SARILAR FINDIK DIŞ TİCARET LTD ŞTİ,SARİLAR FİNDİK DIŞ TİCARET LTD. ŞTİ.,,
SARILAR İNŞAAT,SARİLAR İNŞAAT,,
SARILAR KUYUMCULUK,SARİLAR KUYUMCULUK,7460436054,
SARIÖZLEM KUYUMCULUK SAN.VE DIŞ TİCARET ŞTİ.,SARİÖZLEM KUYUMCULUK SAN.VE DIŞ TİCARET ŞTİ..,7460088194,
SARITAŞ STAINLESS STEEL SERVICE CENTER,SARİTAŞ STAİNLESS STEEL SERVİCE CENTER,,
SARKUSYAN,SARKUSYAN,,
SARKUYSAN ELEKTROLİTİK BAKIR SAN.VE TİC.A.Ş.,SARKUYSAN ELEKTROLİTİK BAKIR SAN.VE TİC.A.Ş.,7510015761,120.01-001956
SARLI IC VE DIS TICARET LIMITED SIRKETI,SARLI IC VE DIS TİCARET LİMİTED ŞTİ.,,120.01-001497
SARLİ İÇ VE DIŞ TİCARET LTD. ŞTİ.,SARLİ İÇ VE DIŞ TİCARET LTD. . ŞTİ..,7510772643,120.01-001497
SAR-MED TIBBI CİH. SAN. LTD. ŞTİ.,SAR-MED TIBBI CİH. SAN. LTD. . ŞTİ..,7440466931,
SARP DOĞA ÜRÜNLERİ SAN. TİC. LTD. ŞTİ.,SARP DOĞA ÜRÜNLERİ SAN. TİC. LTD. . ŞTİ..,7510406701,
SARPEKER MEDİKAL TEKSTİL İNŞAAT TARIM HAYVANCILIK GIDA TURİZM MÜHENDİSLİK HİZMETLERİ SAN. VE TİC.LTD.Ş,SARPEKER MEDİKAL TEKSTİL İNŞAAT TARIM HAYVANCILIK GIDA TURİZM MÜHENDİSLİK HİZMETLERİ SAN. VE TİC. LTD. Ş,,
SARPER DAMITIMCILIK A.Ş.,SARPER DAMİTİMCİLİK A.Ş.,7510369083,120.01-002036
SARPER TÜTÜN TİC. VE SAN. A.Ş.,SARPER TÜTÜN TİC. VE SAN. A.Ş.,,
SAR-PET PETROL PAZARLAMA VE NAKLİYAT LTD. ŞTİ.,SAR-PET PETROL PAZARLAMA VE NAKLİYAT LTD. . ŞTİ..,0590041991,120.01-000395
SARSILMAZ PATLAYICI SANAYI A.Ş.,SARSİLMAZ PATLAYİCİ SANAYİ A.Ş.,,
SARSILMAZ SİLAH SAN.A.Ş.,SARSİLMAZ SİLAH SAN.A.Ş.,,
NASMİR EUROPE FRAGRANCES EOOD,NASMİR EUROPE FRAGRANCES EOOD,,
SARSTEDT AG & CO. KG,SARSTEDT AG & CO. KG,,
SARTAS BOYA VERNIK SANAYI VE TICARET A.S.,SARTAS BOYA VERNİK SANAYİ VE TİCARET A.Ş. .,,
SARTECH YAPI MALZEMELERI SAN. VE TIC. LTD. STI.,SARTECH YAPI MALZEMELERİ SAN. VE TIC. LTD. . ŞTİ. .,,
SARTEN AMBALAJ SAN VE TIC A.Ş.,SARTEN AMBALAJ SAN VE TIC A.Ş.,7510038180,120.01-001472
SARUHAN KİMYA VE TEMİZLİK ÜRÜNLERİ SANAYİ TİCARET ANONİM ŞİRKETİ,SARUHAN KİMYA VE TEMİZLİK ÜRÜNLERİ SANAYİ TİCARET ANONİM ŞTİ.,7510055607,120.01-001435
SARVION END. MALZ. VE MÜH. TİC. A.Ş.,SARVİON END. MALZ. VE MÜH. TİC. A.Ş.,,
SAS CHEMICALS KIMYA SAN TİC LTD ŞTİ.,SAS CHEMİCALS KİMYA SAN TİC LTD. ŞTİ..,7521013849,120.01-001503
SASA DUPONT SABANCI POLYESTER SAN.A.Ş.,SASA DUPONT SABANCİ POLYESTER SAN.A.Ş.,,
SASA POLYESTER SANAYİ A.Ş.,SASA POLYESTER SANAYİ A.Ş.,7520002730,120.01-000029
SASALAB SU VE ATIK SU ANALİZ LABORATUARI,SASALAB SU VE ATIK SU ANALİZ LABORATUARİ,7520386825,
SASKİ GENEL MÜDÜRLÜĞÜ,SASKİ GENEL MÜDÜRLÜĞÜ,,
SATE GIDA VE KİMYA SAN. VE TİC. LTD. ŞTİ.,SATE GIDA VE KİMYA SAN. VE TİC. LTD. . ŞTİ..,7520008751,120.01-001779
SATEKS TEKSTİL SAN.VE DIŞ TİC.A.Ş.,SATEKS TEKSTİL SAN.VE DIŞ TİC.A.Ş.,7520009117,
SATIRLAR TEKSTİL SAN.TİC.LTD.ŞTİ.,SATİRLAR TEKSTİL SAN.TİC. LTD. ŞTİ..,7360061275,
SAUERESSIG BASKI ÖNCESİ HAZIRLIK SİSTEMLERİ SAN. TİC.,SAUERESSİG BASKI ÖNCESİ HAZİRLİK SİSTEMLERİ SAN. TİC.,,
SAVAŞ MEDİKAL LABORATUAR MALZ. SAN.TİC.A.Ş.,SAVAŞ MEDİKAL LABORATUAR MALZ. SAN.TİC.A.Ş.,,
SAVAŞ PLASTİK SAN. VE TİC. A.Ş.,SAVAŞ PLASTİK SAN. VE TİC. A.Ş.,,
SAVAŞLAR TESİSAT TAAHHÜT VE TİC. LTD. ŞTİ.,SAVAŞLAR TESİSAT TAAHHÜT VE TİC. LTD. . ŞTİ..,,
SAVCAN TEKSTİL SAN.VE TİC.A.Ş.,SAVCAN TEKSTİL SAN.VE TİC.A.Ş.,7530037378,
SAVE TECH PROSES DANIŞMANLIK SAN. VE TİC. LTD. ŞTİ.,SAVE TECH PROSES DANIŞMANLIK SAN. VE TİC. LTD. . ŞTİ..,,
TİRYAKİ PERAKENDE GIDA ÜRÜNLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,TİRYAKİ PERAKENDE GIDA ÜRÜNLERİ SANAYİ VE TİCARET ANONİM ŞTİ.,8920032417,
SAVRANOĞLU GRUP,SAVRANOĞLU GRUP,,
SAY İNOVASYON AŞ.,SAY İNOVASYON A.Ş. .,,
SAYAN TIBBİ ALETLER LTD. ŞTİ.,SAYAN TIBBİ ALETLER LTD. . ŞTİ..,,
SAYAR GRUP MÜH. İNŞ. TAAH. LTD. ŞTİ.,SAYAR GRUP MÜH. İNŞ. TAAH. LTD. . ŞTİ..,,
